0,192,0,0,0,0,2
1,132,24.4583333333333,0.763749999999996,2,73,0
2,120,24.6,0.599999999999997,0,111,0
3,138,24.6,0.599999999999997,0,111,0
4,222,24.6000000000001,0.599999999999996,0,109,10
5,534,24.2200000000001,1.14815,10,172,94
6,1266,22.8149802890934,2.94951379763466,94,309,845
7,2010,17.1431145431143,9.38749034749034,845,625,1529
8,2022,13.8271361988606,13.0634438114963,1529,778,1565
9,1692,13.3894792214623,13.5580431351917,1567,721,1556
10,1578,13.6401237751417,13.2795616297057,1562,771,1472
11,1614,13.9797468354429,12.8872521097043,1480,734,1547
12,1656,13.7173757047667,13.2013634033826,1560,766,1516
13,1722,13.869394096323,13.0145986535471,1523,788,1579
14,1878,13.6800813008129,13.2442784552842,1579,833,1528
15,2100,13.6645735217163,13.2514652014649,1536,778,1671
16,2250,13.2790651417204,13.6856688214815,1674,786,1673
17,1824,13.2632785251618,13.7039162929743,1673,796,1540
18,1614,13.6704166666665,13.2333124999997,1543,753,1424
19,906,14.054859611231,12.788941684665,1436,721,1066
20,660,15.7855140186914,10.8012324766354,1109,659,719
21,480,17.6388998035361,8.66047806155864,781,594,469
22,180,19.2258113207545,6.82836981132081,523,511,135
23,120,21.8667349027634,3.84851586489249,194,371,28
0,222,0,0,0,0,0
1,138,24.6,0.599999999999997,0,102,2
2,198,24.4945736434109,0.721860465116276,2,109,9
3,114,24.2242074927955,1.0971469740634,9,144,2
4,180,24.5141955835963,0.699179810725548,2,117,10
5,552,24.242105263158,1.01368421052631,10,155,103
6,1212,22.6996129032259,3.04958709677416,103,292,886
7,1896,16.6909323116218,10.3261685823754,886,644,1539
8,1986,13.8813870474246,13.0561040285565,1542,793,1670
9,1782,13.3261904761904,13.6528075396822,1670,801,1651
10,1644,13.3924640555279,13.576192364898,1661,760,1591
11,1818,13.5372708757636,13.3983044806514,1597,776,1624
12,1458,13.4547008547007,13.4826546003013,1630,766,1515
13,1800,13.8942148760329,12.9746280991733,1524,768,1554
14,1878,13.658410732714,13.2696697626416,1558,740,1622
15,2004,13.4452525252524,13.4935757575754,1624,797,1631
16,2346,13.3619240506328,13.5898936708858,1632,795,1652
17,1638,13.2575176589303,13.710575176589,1653,767,1525
18,1662,13.6999999999999,13.1991176470585,1526,757,1557
19,792,13.7797649463463,13.1069187531934,1557,766,1027
20,552,16.0234741784036,10.5262382629107,1074,662,636
21,474,18.0539986329457,8.19618591934385,703,567,437
22,180,19.4653312788903,6.73645608628666,483,509,113
23,120,22.2058700209642,3.48149895178193,165,363,40
0,240,0,0,0,0,2
1,168,24.4866666666667,0.730999999999997,2,97,5
2,138,24.3556270096464,0.952508038585211,5,129,3
3,120,24.4475000000001,0.844343749999998,3,109,3
4,246,24.3703927492448,0.931208459214505,5,126,10
5,630,24.238137472284,1.01827050997783,12,164,168
6,1320,21.904061470911,4.14658616904497,170,367,954
7,1980,16.5017978921263,10.1091196528208,954,612,1583
8,2082,13.5141091658083,13.413985581874,1583,741,1522
9,1782,13.409061488673,13.5471574973028,1525,713,1592
10,1614,13.60982278481,13.3033518987339,1596,772,1572
11,1560,13.6436734693876,13.2642244897956,1579,772,1592
12,1770,13.6665322580644,13.2378024193545,1595,768,1601
